Id	Word	Meaning	Pronunciation	AudioUrl
6857	minute hand	kim phút	/ˈmɪn.ɪt ˌhænd/	
6858	miracle	phép màu	/ˈmɪr.ə.kəl/	
6859	mirage	ảo ảnh (sa mạc)	/məˈrɑːʒ/	
6860	mire	vũng bùn; rơi vào tình trạng khó khăn	/maɪr/	
6861	mirth	sự vui vẻ	/mɝːθ/	
6862	misbehave	cư xử không đúng đắn	/ˌmɪs.bɪˈheɪv/	
6863	miscellaneous	linh tinh, pha tạp	/ˌmɪs.əlˈeɪ.ni.əs/	
6864	mischief	trò nghịch ngợm	/ˈmɪs.tʃɪf/	
6865	misconduct	hành vi sai trái	/ˌmɪsˈkɑːn.dʌkt/	
6866	miser	người keo kiệt	/ˈmaɪ.zɚ/	
6867	miserable	khốn khổ	/ˈmɪz.ɚ.ə.bəl/	
6868	misery	sự khốn khổ	/ˈmɪz.ɚ.i/	
6869	misfire	bắn không nổ; thất bại	/ˌmɪsˈfaɪr/	
6870	misfortune	vận rủi, điều bất hạnh	/ˌmɪsˈfɔːr.tʃən/	
6871	misgiving	mối nghi ngờ, lo âu	/ˌmɪsˈɡɪv.ɪŋ/	
6872	mishap	tai nạn nhỏ	/ˈmɪs.hæp/	
6873	misinterpret	hiểu sai	/ˌmɪs.ɪnˈtɝː.prɪt/	
6874	misjudge	đánh giá sai	/ˌmɪsˈdʒʌdʒ/	
6875	mislead	làm lạc đường; lừa dối	/ˌmɪsˈliːd/	
6876	misplace	để không đúng chỗ	/ˌmɪsˈpleɪs/	
6877	misprint	lỗi in	/ˈmɪs.prɪnt/	
6878	missile	tên lửa	/ˈmɪs.əl/	
6879	missing	mất tích, thất lạc	/ˈmɪs.ɪŋ/	
6880	mission	sứ mệnh, nhiệm vụ	/ˈmɪʃ.ən/	
6881	missionary	nhà truyền giáo	/ˈmɪʃ.ə.ner.i/	
6882	mist	sương mù nhẹ	/mɪst/	
6883	mistaken	sai lầm	/mɪˈsteɪ.kən/	
6884	mistreat	ngược đãi	/ˌmɪsˈtriːt/	
6885	mistress	bà chủ; tình nhân	/ˈmɪs.trəs/	
6886	mistrust	không tin tưởng	/ˌmɪsˈtrʌst/	
6887	misunderstand	hiểu lầm	/ˌmɪs.ʌn.dɚˈstænd/	
6888	misunderstanding	sự hiểu lầm	/ˌmɪs.ʌn.dɚˈstæn.dɪŋ/	
6889	misuse	lạm dụng; sử dụng sai	/ˌmɪsˈjuːs/ (n), /ˌmɪsˈjuːz/ (v)/	
6890	mite	con ve, mạt	/maɪt/	
6891	mitten	găng tay hở ngón	/ˈmɪt̬.ən/	
6892	mix up	trộn lẫn; nhầm lẫn	/ˈmɪks ʌp/	
6893	mixer	máy trộn	/ˈmɪk.sɚ/	
6894	mixture	hỗn hợp	/ˈmɪks.tʃɚ/	
6895	moan	rên rỉ	/moʊn/	
6896	moat	hào nước quanh lâu đài	/moʊt/	
6897	mob	đám đông hỗn loạn	/mɑːb/	
6898	mobile	di động	/ˈmoʊ.bəl/, /ˈmoʊ.baɪl/	
6899	mobilize	huy động	/ˈmoʊ.bəl.aɪz/	
6900	mock	chế nhạo; giả	/mɑːk/	
6901	mode	chế độ; phương thức	/moʊd/	
6902	moderate	vừa phải; điều độ	/ˈmɑː.dɚ.ət/	
6903	modernize	hiện đại hóa	/ˈmɑː.dɚ.naɪz/	
6904	modest	khiêm tốn; giản dị	/ˈmɑː.dɪst/	
6905	module	mô-đun, học phần	/ˈmɑː.dʒuːl/	
6906	moist	ẩm	/mɔɪst/	
6907	moisture	hơi ẩm	/ˈmɔɪs.tʃɚ/	
6908	molar	răng hàm	/ˈmoʊ.lɚ/	
6909	mold	khuôn đúc; nấm mốc	/moʊld/	
6910	mole	nốt ruồi; chuột chũi	/moʊl/	
6911	molecule	phân tử	/ˈmɑː.lɪ.kjuːl/	
6912	molest	quấy rối tình dục	/məˈlest/	
6913	molten	nóng chảy	/ˈmoʊl.tən/	
6914	momentarily	trong giây lát	/ˌmoʊ.mənˈter.əl.i/	
6915	momentous	quan trọng, trọng đại	/moʊˈmen.təs/	
6916	momentum	động lượng; đà	/moʊˈmen.təm/	
6917	monarch	quân chủ	/ˈmɑː.nɑːrk/	
6918	monastery	tu viện (nam)	/ˈmɑː.nə.ster.i/	
6919	monday	thứ Hai	/ˈmʌn.deɪ/	
6920	monetary	thuộc tiền tệ	/ˈmʌn.ə.ter.i/	
6921	money order	phiếu chuyển tiền	/ˈmʌn.i ˌɔːr.dɚ/	
6922	mongrel	chó lai	/ˈmʌŋ.ɡrəl/	
6923	monk	thầy tu (nam)	/mʌŋk/	
6924	monkey	con khỉ	/ˈmʌŋ.ki/	
6925	monologue	độc thoại	/ˈmɑː.nə.lɑːɡ/	
6926	monopolize	độc chiếm	/məˈnɑː.pə.laɪz/	
6927	monopoly	sự độc quyền	/məˈnɑː.pəl.i/	
6928	monotonous	đơn điệu, buồn tẻ	/məˈnɑː.t̬ən.əs/	
6929	monsoon	gió mùa	/mɑːnˈsuːn/	
6930	monster	quái vật	/ˈmɑːn.stɚ/	
6931	monthly	hàng tháng	/ˈmʌnθ.li/	
6932	monument	đài kỷ niệm	/ˈmɑːn.jə.mənt/	
6933	moody	tâm trạng thất thường	/ˈmuː.di/	
6934	moonlight	ánh trăng	/ˈmuːn.laɪt/	
6935	moor	neo đậu (tàu)	/mʊr/	
6936	mop	cây lau nhà	/mɑːp/	
6937	moral fiber	phẩm chất đạo đức	/ˌmɔːr.əl ˈfaɪ.bɚ/	
6938	morale	tinh thần, chí khí	/məˈræl/	
6939	morality	đạo đức	/məˈræl.ə.t̬i/	
6940	morbid	bệnh tật; không lành mạnh	/ˈmɔːr.bɪd/	
6941	moreover	hơn nữa	/mɔːrˈoʊ.vɚ/	
6942	morgue	nhà xác	/mɔːrɡ/	
6943	mortal	chết; người trần	/ˈmɔːr.t̬əl/	
6944	mortality	sự tử vong	/mɔːrˈtæl.ə.t̬i/	
6945	mortar	vữa xây; cối giã	/ˈmɔːr.t̬ɚ/	
6946	mosaic	tranh khảm	/moʊˈzeɪ.ɪk/	
6947	mosque	nhà thờ Hồi giáo	/mɑːsk/	
6948	mosquito	con muỗi	/məˈskiː.t̬oʊ/	
6949	moss	rêu	/mɑːs/	
6950	mostly	hầu hết, chủ yếu	/ˈmoʊst.li/	
6951	moth	bướm đêm	/mɑːθ/	
6952	mother	mẹ	/ˈmʌð.ɚ/	
6953	motherhood	thiên chức làm mẹ	/ˈmʌð.ɚ.hʊd/	
6954	motionless	bất động	/ˈmoʊ.ʃən.ləs/	
6955	motivate	thúc đẩy, tạo động lực	/ˈmoʊ.t̬ə.veɪt/	
6956	motive	động cơ	/ˈmoʊ.t̬ɪv/	
6957	motor	động cơ	/ˈmoʊ.t̬ɚ/	
6958	motorcycle	xe máy	/ˈmoʊ.t̬ɚˌsaɪ.kəl/	
6959	motto	phương châm	/ˈmɑː.t̬oʊ/	
6960	mound	gò đất	/maʊnd/	
6961	mount	leo lên; gắn vào; núi	/maʊnt/	
6962	mountainous	nhiều núi	/ˈmaʊn.tən.əs/	
6963	mourn	than khóc, thương tiếc	/mɔːrn/	
6964	mouse pad	tấm lót chuột	/ˈmaʊs ˌpæd/	
6965	moustache	ria mép	/ˈmʌs.tæʃ/	
6966	mouthpiece	miệng ống (nhạc cụ); người phát ngôn	/ˈmaʊθ.piːs/	
6967	moveable	có thể di chuyển	/ˈmuː.və.bəl/	
6968	mow	cắt cỏ	/moʊ/	
6969	much as	mặc dù	/ˈmʌtʃ æz/	
6970	mud	bùn	/mʌd/	
6971	muddle	lộn xộn; làm rối tung	/ˈmʌd.əl/	
6972	muddy	lầy lội	/ˈmʌd.i/	
6973	muffin	bánh nướng xốp nhỏ	/ˈmʌf.ɪn/	
6974	muffle	bịt lại (âm thanh)	/ˈmʌf.əl/	
6975	mug	cốc lớn có quai; cướp giật	/mʌɡ/	
6976	muggy	nóng ẩm	/ˈmʌɡ.i/	
6977	mule	con la	/mjuːl/	
6978	multiple	nhiều; bội số	/ˈmʌl.tə.pəl/	
6979	multiplication	phép nhân	/ˌmʌl.tə.plɪˈkeɪ.ʃən/	
6980	multitude	vô số, đám đông	/ˈmʌl.tə.tuːd/	
6981	mumble	lẩm bẩm	/ˈmʌm.bəl/	
6982	municipal	thuộc thành phố, đô thị	/mjuːˈnɪs.ə.pəl/	
6983	murder	giết người; tội giết người	/ˈmɝː.dɚ/	
6984	murky	u ám, mờ mịt	/ˈmɝː.ki/	
6985	murmur	tiếng thì thầm	/ˈmɝː.mɚ/	
6986	muscular	vạm vỡ, thuộc về cơ bắp	/ˈmʌs.kjə.lɚ/	
6987	mushroom	nấm	/ˈmʌʃ.ruːm/	
6988	musical	thuộc về âm nhạc; vở nhạc kịch	/ˈmjuː.zɪ.kəl/	
6989	musician	nhạc sĩ	/mjuːˈzɪʃ.ən/	
6990	must	phải	/mʌst/	
6991	mustard	mù tạt	/ˈmʌs.tɚd/	
6992	muster	tập hợp (quân đội); cố gắng	/ˈmʌs.tɚ/	
6993	mute	câm; tắt tiếng	/mjuːt/	
6994	mutter	lầm bầm	/ˈmʌt̬.ɚ/	
6995	mutton	thịt cừu (trưởng thành)	/ˈmʌt̬.ən/	
6996	muzzle	mõm; rọ mõm	/ˈmʌz.əl/	
6997	mysterious	bí ẩn	/mɪˈstɪr.i.əs/	
6998	mystery	điều bí ẩn	/ˈmɪs.tɚ.i/	
6999	mystify	làm hoang mang, khó hiểu	/ˈmɪs.tə.faɪ/	
7000	myth	thần thoại	/mɪθ/	
7001	nag	cằn nhằn	/næɡ/	
7002	nail	móng tay; đinh; đóng đinh	/neɪl/	
7003	naive	ngây thơ	/naɪˈiːv/	
7004	naked	khỏa thân, trần trụi	/ˈneɪ.kɪd/	
7005	namely	cụ thể là	/ˈneɪm.li/	
7006	nap	giấc ngủ trưa ngắn	/næp/	
7007	napkin	khăn ăn	/ˈnæp.kɪn/	
7008	narrate	kể lại, tường thuật	/ˈner.eɪt/	
7009	narrative	truyện kể, lời tường thuật	/ˈner.ə.t̬ɪv/	
7010	narrator	người kể chuyện	/ˈner.eɪ.t̬ɚ/	
7011	nasty	bẩn thỉu; khó chịu; xấu tính	/ˈnæs.ti/	
7012	national	thuộc về quốc gia	/ˈnæʃ.ən.əl/	
7013	nationalism	chủ nghĩa dân tộc	/ˈnæʃ.ən.əl.ɪ.zəm/	
7014	nationality	quốc tịch	/ˌnæʃ.əˈnæl.ə.t̬i/	
7015	nation-state	quốc gia dân tộc	/ˌneɪ.ʃənˈsteɪt/	
7016	nationwide	toàn quốc	/ˌneɪ.ʃənˈwaɪd/	
7017	native speaker	người bản xứ	/ˌneɪ.t̬ɪv ˈspiː.kɚ/	
7018	natural gas	khí tự nhiên	/ˌnætʃ.ɚ.əl ˈɡæs/	
7019	natural resources	tài nguyên thiên nhiên	/ˌnætʃ.ɚ.əl ˈriː.sɔːr.sɪz/	
7020	naturally	một cách tự nhiên; tất nhiên	/ˈnætʃ.ɚ.əl.i/	
7021	naughty	nghịch ngợm, hư đốn	/ˈnɑː.t̬i/	
7022	nausea	buồn nôn	/ˈnɑː.zi.ə/	
7023	naval	thuộc hải quân	/ˈneɪ.vəl/	
7024	navel	rốn	/ˈneɪ.vəl/	
7025	navigate	điều hướng (tàu, xe); định vị	/ˈnæv.ə.ɡeɪt/	
7026	navigation	sự điều hướng, hàng hải	/ˌnæv.əˈɡeɪ.ʃən/	
7027	navy	hải quân	/ˈneɪ.vi/	
7028	nearby	gần đó	/ˌnɪrˈbaɪ/	
7029	neat	gọn gàng, ngăn nắp	/niːt/	
7030	necessarily	một cách cần thiết, tất yếu	/ˌnes.əˈser.əl.i/	
7031	necessity	sự cần thiết	/nəˈses.ə.t̬i/	
7032	necktie	cà vạt (=tie)	/ˈnek.taɪ/	
7033	nectar	mật hoa	/ˈnek.tɚ/	
7034	needle	cái kim	/ˈniː.dəl/	
7035	needy	nghèo túng, thiếu thốn	/ˈniː.di/	
7036	negate	phủ nhận	/nɪˈɡeɪt/	
7037	negative charge	điện tích âm	/ˈneɡ.ə.t̬ɪv ˌtʃɑːrdʒ/	
7038	neglect	sao lãng, bỏ bê	/nɪˈɡlekt/	
7039	negligible	không đáng kể	/ˈneɡ.lə.dʒə.bəl/	
7040	neighborhood	khu phố, hàng xóm	/ˈneɪ.bɚ.hʊd/	
7041	neighboring	láng giềng, bên cạnh	/ˈneɪ.bər.ɪŋ/	
7042	neither	cũng không	/ˈniː.ðɚ/, /ˈnaɪ.ðɚ/	
7043	nephew	cháu trai (con anh/chị/em)	/ˈnef.juː/	
7044	nerve cell	tế bào thần kinh	/ˈnɝːv ˌsel/	
7045	nervous	lo lắng, căng thẳng	/ˈnɝː.vəs/	
7046	nest	tổ (chim)	/nest/	
7047	net	lưới; ròng (lợi nhuận)	/net/	
7048	network administrator	quản trị mạng	/ˈnet.wɝːk ədˌmɪn.ə.streɪ.t̬ɚ/	
7049	neutral	trung lập	/ˈnuː.trəl/	
7050	nevertheless	tuy nhiên	/ˌnev.ɚ.ðəˈles/	
7051	newborn	sơ sinh	/ˈnuː.bɔːrn/	
7052	newcomer	người mới đến	/ˈnuːˌkʌm.ɚ/	
7053	newly	mới	/ˈnuː.li/	
7054	newlywed	người mới cưới	/ˈnuː.li.wed/	
7055	news agency	hãng thông tấn	/ˈnuːz ˌeɪ.dʒən.si/	
7056	newscast	buổi tin tức	/ˈnuːz.kæst/	
7057	newsstand	sạp báo	/ˈnuːz.stænd/	
7058	next door	cạnh nhà	/ˌnekst ˈdɔːr/	
7059	nibble	gặm nhấm	/ˈnɪb.əl/	
7060	nicely	một cách tốt đẹp, tử tế	/ˈnaɪs.li/	
7061	niche market	thị trường ngách	/ˈniːʃ ˌmɑːr.kɪt/	
7062	nickname	biệt danh	/ˈnɪk.neɪm/	
7063	niece	cháu gái (con anh/chị/em)	/niːs/	
7064	nightclub	hộp đêm	/ˈnaɪt.klʌb/	
7065	nightgown	váy ngủ	/ˈnaɪt.ɡaʊn/	
7066	nightingale	chim sơn ca	/ˈnaɪ.t̬ɪŋ.ɡeɪl/	
7067	nightly	hàng đêm	/ˈnaɪt.li/	
7068	nightmare	cơn ác mộng	/ˈnaɪt.mer/	
7069	nil	số không	/nɪl/	
7070	nimble	nhanh nhẹn, lanh lợi	/ˈnɪm.bəl/	
7071	nine	chín	/naɪn/	
7072	nineteen	mười chín	/ˌnaɪnˈtiːn/	
7073	ninety	chín mươi	/ˈnaɪn.t̬i/	
7074	ninth	thứ chín	/naɪnθ/	
7075	nip	véo, cắn nhẹ	/nɪp/	
7076	nitrogen	nitơ	/ˈnaɪ.trə.dʒən/	
7077	noble	cao quý; quý tộc	/ˈnoʊ.bəl/	
7078	nobody	không ai cả	/ˈnoʊ.bə.di/	
7079	nod	gật đầu	/nɑːd/	
7080	noise pollution	ô nhiễm tiếng ồn	/ˈnɔɪz pəˌluː.ʃən/	
7081	noisy	ồn ào	/ˈnɔɪ.zi/	
7082	nomad	dân du mục	/ˈnoʊ.mæd/	
7083	nominal	danh nghĩa; nhỏ bé	/ˈnɑː.mə.nəl/	
7084	nominate	đề cử	/ˈnɑː.mə.neɪt/	
7085	nominee	người được đề cử	/ˌnɑː.məˈniː/	
7086	nonchalant	thờ ơ, lãnh đạm	/ˌnɑːn.ʃəˈlɑːnt/	
7087	nonetheless	tuy nhiên (=nevertheless)	/ˌnʌn.ðəˈles/	
7088	nonfiction	phi hư cấu	/ˌnɑːnˈfɪk.ʃən/	
7089	nonprofit	phi lợi nhuận	/ˌnɑːnˈprɑː.fɪt/	
7090	nonsense	điều vô nghĩa	/ˈnɑːn.sens/	
7091	nonstop	không ngừng	/ˈnɑːn.stɑːp/	
7092	noodle	mì sợi	/ˈnuː.dəl/	
7093	noon	buổi trưa	/nuːn/	
7094	norm	quy tắc, tiêu chuẩn	/nɔːrm/	
7095	normally	thông thường	/ˈnɔːr.məl.i/	
7096	northeast	phía đông bắc	/ˌnɔːrθˈiːst/	
7097	northern	thuộc phía bắc	/ˈnɔːr.ðɚn/	
7098	northwest	phía tây bắc	/ˌnɔːrθˈwest/	
7099	nostalgia	nỗi nhớ nhà, hoài niệm	/nəˈstæl.dʒə/	
7100	nostril	lỗ mũi	/ˈnɑː.strəl/	
7101	notable	đáng chú ý	/ˈnoʊ.t̬ə.bəl/	
7102	notch	khía, bậc	/nɑːtʃ/	
7103	noted	nổi tiếng, trứ danh	/ˈnoʊ.t̬ɪd/	
7104	noteworthy	đáng chú ý	/ˈnoʊtˌwɝː.ði/	
7105	noticeable	dễ nhận thấy	/ˈnoʊ.t̬ɪ.sə.bəl/	
7106	notification	thông báo	/ˌnoʊ.t̬ə.fəˈkeɪ.ʃən/	
7107	notion	khái niệm, ý niệm	/ˈnoʊ.ʃən/	
7108	notorious	khét tiếng	/noʊˈtɔːr.i.əs/	
7109	nourish	nuôi dưỡng	/ˈnɝː.ɪʃ/	
7110	novel	tiểu thuyết; mới lạ	/ˈnɑː.vəl/	
7111	novelty	sự mới lạ	/ˈnɑː.vəl.ti/	
7112	november	tháng Mười Một	/noʊˈvem.bɚ/	
7113	novice	người mới vào nghề	/ˈnɑː.vɪs/	
7114	nowadays	ngày nay	/ˈnaʊ.ə.deɪz/	
7115	nowhere	không nơi nào	/ˈnoʊ.wer/	
7116	noxious	độc hại	/ˈnɑːk.ʃəs/	
7117	nozzle	vòi phun	/ˈnɑː.zəl/	
7118	nuance	sắc thái	/ˈnuː.ɑːns/	
7119	nuclear	hạt nhân	/ˈnuː.kli.ɚ/	
7120	nucleus	nhân (tế bào, nguyên tử)	/ˈnuː.kli.əs/	
7121	nude	khỏa thân	/nuːd/	
7122	nudge	thúc nhẹ (bằng khuỷu tay)	/nʌdʒ/	
7123	nugget	cục, miếng nhỏ (vàng, gà)	/ˈnʌɡ.ɪt/	
7124	nuisance	sự phiền toái	/ˈnuː.səns/	
7125	null	vô hiệu	/nʌl/	
7126	numb	tê liệt, mất cảm giác	/nʌm/	
7127	numeral	chữ số	/ˈnuː.mə.rəl/	
7128	numerical	thuộc về số	/nuːˈmer.ɪ.kəl/	
7129	numerous	đông đảo, nhiều	/ˈnuː.mə.rəs/	
7130	nun	nữ tu sĩ	/nʌn/	
7131	nursery	nhà trẻ; vườn ươm	/ˈnɝː.sɚ.i/	
7132	nursing home	viện dưỡng lão	/ˈnɝː.sɪŋ ˌhoʊm/	
7133	nurture	nuôi dưỡng	/ˈnɝː.tʃɚ/	
7134	nut	hạt (quả hạch); đai ốc	/nʌt/	
7135	nutrient	chất dinh dưỡng	/ˈnuː.tri.ənt/	
7136	nutrition	dinh dưỡng	/nuːˈtrɪʃ.ən/	
7137	nutritious	bổ dưỡng	/nuːˈtrɪʃ.əs/	
7138	nylon	ni lông	/ˈnaɪ.lɑːn/	
7139	nymph	nữ thần (thiên nhiên)	/nɪmf/	
7140	oak	cây sồi	/oʊk/	
7141	oar	mái chèo	/ɔːr/	
7142	oasis	ốc đảo	/oʊˈeɪ.sɪs/	
7143	oath	lời thề	/oʊθ/	
7144	oatmeal	bột yến mạch	/ˈoʊt.miːl/	
7145	obedience	sự vâng lời	/oʊˈbiː.di.əns/	
7146	obedient	vâng lời	/oʊˈbiː.di.ənt/	
7147	obese	béo phì	/oʊˈbiːs/	
7148	obey	vâng lời	/oʊˈbeɪ/	
7149	obituary	cáo phó	/oʊˈbɪtʃ.u.er.i/	
7150	objection	sự phản đối	/əbˈdʒek.ʃən/	
7151	objectively	một cách khách quan	/əbˈdʒek.tɪv.li/	
7152	oblige	bắt buộc; giúp đỡ	/əˈblaɪdʒ/	
7153	oblique	xiên, chếch	/oʊˈbliːk/	
7154	obliterate	xóa sổ	/əˈblɪt̬.ə.reɪt/	
7155	oblivious	không để ý, lãng quên	/əˈblɪv.i.əs/	
7156	oblong	hình chữ nhật dài	/ˈɑː.blɑːŋ/	
7157	obnoxious	khó chịu, đáng ghét	/əbˈnɑːk.ʃəs/	
7158	obscene	tục tĩu	/əbˈsiːn/	
7159	obscure	mờ mịt, khó hiểu	/əbˈskjʊr/	
7160	observance	sự tuân thủ; nghi lễ	/əbˈzɝː.vəns/	
7161	observant	tinh ý, hay quan sát	/əbˈzɝː.vənt/	
7162	observation	sự quan sát	/ˌɑːb.zɚˈveɪ.ʃən/	
7163	observer	người quan sát	/əbˈzɝː.vɚ/	
7164	obsess	ám ảnh	/əbˈses/	
7165	obsession	nỗi ám ảnh	/əbˈseʃ.ən/	
7166	obsolete	lỗi thời, cổ xưa	/ˌɑːb.səlˈiːt/	
7167	obstacle	trở ngại	/ˈɑːb.stə.kəl/	
7168	obstinate	bướng bỉnh	/ˈɑːb.stə.nət/	
7169	obstruction	sự cản trở, vật cản	/əbˈstrʌk.ʃən/	
7170	obtuse	góc tù; đần độn	/əbˈtuːs/	
7171	occasional	thỉnh thoảng	/əˈkeɪ.ʒən.əl/	
7172	occupational	thuộc nghề nghiệp	/ˌɑː.kjəˈpeɪ.ʃən.əl/	
7173	occurrence	sự xảy ra	/əˈkɝː.əns/	
7174	ocean liner	tàu biển lớn chở khách	/ˈoʊ.ʃən ˌlaɪ.nɚ/	
7175	o'clock	giờ (đúng)	/əˈklɑːk/	
7176	octagon	hình bát giác	/ˈɑːk.tə.ɡɑːn/	
7177	october	tháng Mười	/ɑːkˈtoʊ.bɚ/	
7178	octopus	bạch tuộc	/ˈɑːk.tə.pəs/	
7179	odd	lẻ; kỳ quặc	/ɑːd/	
7180	odds	khả năng xảy ra; lợi thế	/ɑːdz/	
7181	odor	mùi	/ˈoʊ.dɚ/	
7182	off-campus	ngoài khuôn viên trường	/ˌɑːfˈkæm.pəs/	
7183	off-duty	hết ca trực	/ˌɑːfˈduː.t̬i/	
7184	offend	xúc phạm	/əˈfend/	
7185	offender	người phạm tội	/əˈfen.dɚ/	
7186	offense	sự phạm tội; sự xúc phạm	/əˈfens/	
7187	offensive	phản cảm; tấn công	/əˈfen.sɪv/	
7188	offering	lễ vật; sự đề nghị	/ˈɑː.fɚ.ɪŋ/	
7189	offhand	không chuẩn bị trước; suồng sã	/ˌɑːfˈhænd/	
7190	office building	tòa nhà văn phòng	/ˈɑː.fɪs ˌbɪl.dɪŋ/	
7191	office hours	giờ làm việc	/ˈɑː.fɪs ˌaʊrz/	
7192	official visit	chuyến thăm chính thức	/əˈfɪʃ.əl ˈvɪz.ɪt/	
7193	officiate	làm chủ lễ	/əˈfɪʃ.i.eɪt/	
7194	offset	bù đắp	/ˈɑːf.set/	
7195	offshore	ngoài khơi	/ˌɑːfˈʃɔːr/	
7196	offspring	con cái	/ˈɑːf.sprɪŋ/	
7197	oil field	mỏ dầu	/ˈɔɪl ˌfiːld/	
7198	oil painting	tranh sơn dầu	/ˈɔɪl ˌpeɪn.t̬ɪŋ/	
7199	oil rig	giàn khoan dầu	/ˈɔɪl ˌrɪɡ/	
7200	oily	nhiều dầu mỡ	/ˈɔɪ.li/	
7201	ointment	thuốc mỡ	/ˈɔɪnt.mənt/	
7202	okay	được, ổn (=ok)	/ˌoʊˈkeɪ/	
7203	old-fashioned	lỗi thời	/ˌoʊldˈfæʃ.ənd/	
7204	olive	ô liu	/ˈɑː.lɪv/	
7205	omelet	trứng tráng	/ˈɑːm.lət/	
7206	omen	điềm báo	/ˈoʊ.mən/	
7207	ominous	gở, đáng ngại	/ˈɑː.mə.nəs/	
7208	omit	bỏ sót, bỏ qua	/oʊˈmɪt/	
7209	omnipotent	toàn năng	/ɑːmˈnɪp.ə.tənt/	
7210	omnipresent	có mặt khắp nơi	/ˌɑːm.nɪˈprez.ənt/	
7211	omniscient	thông suốt mọi sự	/ɑːmˈnɪʃ.ənt/	
7212	omnivorous	ăn tạp	/ɑːmˈnɪv.ər.əs/	
7213	on average	tính trung bình	/ɑːn ˈæv.ɚ.ɪdʒ/	
7214	on board	trên tàu/máy bay	/ɑːn bɔːrd/	
7215	on credit	mua chịu	/ɑːn ˈkred.ɪt/	
7216	on edge	bồn chồn, lo lắng	/ɑːn edʒ/	
7217	on end	liên tục	/ɑːn end/	
7218	on foot	đi bộ	/ɑːn fʊt/	
7219	on guard	cảnh giác	/ɑːn ɡɑːrd/	
7220	on hand	có sẵn	/ɑːn hænd/	
7221	on purpose	cố ý	/ɑːn ˈpɝː.pəs/	
7222	on sale	đang giảm giá	/ɑːn seɪl/	
7223	on second thought	nghĩ lại thì	/ɑːn ˌsek.ənd ˈθɑːt/	
7224	on the air	đang phát sóng	/ɑːn ði er/	
7225	on the alert	cảnh giác	/ɑːn ði əˈlɝːt/	
7226	on the contrary	trái lại	/ɑːn ðə ˈkɑːn.tre.ri/	
7227	on the dot	đúng giờ	/ɑːn ðə dɑːt/	
7228	on the grounds that	với lý do là	/ɑːn ðə ɡraʊndz ðæt/	
7229	on the house	miễn phí (nhà hàng mời)	/ɑːn ðə haʊs/	
7230	on the job	trong khi làm việc	/ɑːn ðə dʒɑːb/	
7231	on the level	trung thực	/ɑːn ðə ˈlev.əl/	
7232	on the move	đang di chuyển; bận rộn	/ɑːn ðə muːv/	
7233	on the other hand	mặt khác	/ɑːn ði ˈʌð.ɚ hænd/	
7234	on the phone	đang nói chuyện điện thoại	/ɑːn ðə foʊn/	
7235	on the point of	sắp sửa (làm gì)	/ɑːn ðə pɔɪnt əv/	
7236	on the rocks	có đá (đồ uống); gặp trục trặc	/ɑːn ðə rɑːks/	
7237	on the run	đang chạy trốn	/ɑːn ðə rʌn/	
7238	on the spot	ngay tại chỗ	/ɑːn ðə spɑːt/	
7239	on the tip of my tongue	sắp nhớ ra	/ɑːn ðə tɪp əv maɪ tʌŋ/	
7240	on the verge of	trên bờ vực	/ɑːn ðə vɝːdʒ əv/	
7241	on the whole	nhìn chung	/ɑːn ðə hoʊl/	
7242	on time	đúng giờ	/ɑːn taɪm/	
7243	on vacation	đi nghỉ mát	/ɑːn veɪˈkeɪ.ʃən/	
7244	once again	một lần nữa	/wʌns əˈɡen/	
7245	once in a while	thỉnh thoảng	/wʌns ɪn ə waɪl/	
7246	ongoing	đang diễn ra	/ˈɑːnˌɡoʊ.ɪŋ/	
7247	onion	hành tây	/ˈʌn.jən/	
7248	online	trực tuyến	/ˌɑːnˈlaɪn/	
7249	onlooker	người đứng xem	/ˈɑːnˌlʊk.ɚ/	
7250	onset	sự bắt đầu (của điều gì khó chịu)	/ˈɑːn.set/	
7251	onstage	trên sân khấu	/ˌɑːnˈsteɪdʒ/	
7252	onto	lên trên	/ˈɑːn.tuː/	
7253	onus	trách nhiệm, bổn phận	/ˈoʊ.nəs/	
7254	onward	về phía trước	/ˈɑːn.wɚd/	
7255	ooze	rỉ ra	/uːz/	
7256	opaque	mờ đục, không trong suốt	/oʊˈpeɪk/	
7257	opening	khe hở; lễ khai trương; cơ hội việc làm	/ˈoʊ.pən.ɪŋ/	
7258	openly	một cách công khai	/ˈoʊ.pən.li/	
7259	open-minded	cởi mở	/ˌoʊ.pənˈmaɪn.dɪd/	
7260	opera	nhạc opera	/ˈɑː.pɚ.ə/	
7261	operate on	phẫu thuật cho (ai)	/ˈɑː.pə.reɪt ɑːn/	
7262	operational	thuộc về hoạt động	/ˌɑː.pəˈreɪ.ʃən.əl/	
7263	operator	người vận hành; nhân viên tổng đài	/ˈɑː.pə.reɪ.t̬ɚ/	
7264	opponent	đối thủ	/əˈpoʊ.nənt/	
7265	opportune	thích hợp, đúng lúc	/ˌɑː.pɚˈtuːn/	
7266	opportunist	kẻ cơ hội	/ˌɑː.pɚˈtuː.nɪst/	
7267	opportunity cost	chi phí cơ hội	/ˌɑː.pɚˈtuː.nə.t̬i ˌkɑːst/	
7268	opposite number	người đồng cấp (ở tổ chức khác)	/ˈɑː.pə.zɪt ˌnʌm.bɚ/	
